787 481 321
127 1 141 141
128 1 141 141
38 3 181 181
37 4 181 181
38 4 181 181
37 5 181 181
162 7 118 118
17 8 147 147
162 8 118 118
451 8 100 100
452 8 100 100
17 9 147 147
18 9 147 147
411 9 132 132
452 9 100 100
410 10 132 132
411 10 132 132
207 11 45 45
207 12 45 45
208 12 45 45
189 14 125 125
260 14 13 13
291 14 153 153
292 14 153 153
189 15 125 125
259 15 13 13
260 15 13 13
273 15 124 124
259 16 13 13
273 16 124 124
366 16 108 108
367 16 108 108
368 16 108 108
259 17 13 13
273 17 124 124
367 17 108 108
368 17 108 108
369 17 108 108
368 18 108 108
52 20 28 28
125 20 39 39
126 20 39 39
49 21 28 28
50 21 28 28
51 21 28 28
52 21 28 28
471 23 146 146
472 23 146 146
308 24 59 59
309 24 59 59
332 24 69 69
333 24 69 69
333 25 69 69
355 25 115 115
355 26 115 115
112 29 156 156
113 29 156 156
140 29 163 163
141 29 163 163
113 30 156 156
140 30 163 163
94 31 171 171
216 31 157 157
94 32 171 171
216 32 157 157
446 32 179 179
446 33 179 179
447 33 179 179
447 34 179 179
172 35 111 111
173 35 111 111
172 36 111 111
34 40 74 74
34 41 74 74
360 42 8 8
360 43 8 8
417 47 3 3
97 48 71 71
98 48 71 71
417 48 3 3
380 49 61 61
381 49 61 61
382 49 61 61
417 49 3 3
417 50 3 3
287 51 85 85
417 51 3 3
418 51 3 3
287 52 85 85
402 52 51 51
418 52 3 3
401 53 51 51
402 53 51 51
254 56 98 98
115 57 5 5
116 57 5 5
254 57 98 98
383 57 83 83
384 57 83 83
59 60 63 63
59 61 63 63
158 63 116 116
158 64 116 116
204 70 27 27
205 70 27 27
395 71 189 189
395 72 189 189
396 72 189 189
102 75 87 87
162 75 58 58
102 76 87 87
115 76 194 194
116 76 194 194
162 76 58 58
144 77 60 60
145 77 60 60
238 78 193 193
238 79 193 193
239 79 193 193
238 80 193 193
477 80 47 47
172 81 140 140
173 81 140 140
476 81 47 47
477 81 47 47
476 82 47 47
65 84 114 114
64 85 114 114
65 85 114 114
34 89 36 36
35 89 36 36
231 89 7 7
232 89 7 7
233 89 7 7
231 90 7 7
232 90 7 7
270 92 128 128
271 92 128 128
269 93 128 128
270 93 128 128
52 94 34 34
372 94 62 62
373 94 62 62
6 95 197 197
52 95 34 34
325 95 0 0
337 95 35 35
338 95 35 35
339 95 35 35
472 95 66 66
6 96 197 197
7 96 197 197
325 96 0 0
462 96 123 123
472 96 66 66
462 97 123 123
472 97 66 66
305 98 139 139
347 98 148 148
348 98 148 148
462 98 123 123
305 99 139 139
462 99 123 123
460 100 123 123
461 100 123 123
462 100 123 123
460 101 123 123
81 102 6 6
120 102 186 186
81 103 6 6
120 103 186 186
57 108 46 46
58 108 46 46
59 108 46 46
216 108 12 12
217 108 12 12
141 114 127 127
443 114 99 99
444 114 99 99
141 115 127 127
441 115 99 99
443 115 99 99
444 115 99 99
440 116 99 99
441 116 99 99
442 116 99 99
443 116 99 99
439 117 99 99
440 117 99 99
173 120 76 76
174 120 76 76
60 121 65 65
