2521 481 321
175 0 135 135
176 0 135 135
302 0 113 113
303 0 113 113
389 0 264 264
390 0 264 264
421 1 75 75
422 1 75 75
423 1 75 75
389 25 175 175
385 26 175 175
386 26 175 175
387 26 175 175
388 26 175 175
389 26 175 175
390 26 175 175
389 27 175 175
390 27 175 175
200 31 298 298
199 32 298 298
200 32 298 298
201 32 298 298
207 32 298 298
200 33 298 298
201 33 298 298
202 33 298 298
203 33 298 298
204 33 298 298
205 33 298 298
206 33 298 298
207 33 298 298
208 33 298 298
200 34 298 298
201 34 298 298
202 34 298 298
204 34 298 298
205 34 298 298
206 34 298 298
200 35 298 298
201 35 298 298
202 35 298 298
203 35 298 298
204 35 298 298
205 35 298 298
200 36 298 298
201 36 298 298
202 36 298 298
203 36 298 298
204 36 298 298
205 36 298 298
206 36 298 298
207 36 298 298
208 36 298 298
209 36 298 298
205 37 298 298
204 38 298 298
205 38 298 298
206 38 298 298
207 38 298 298
200 39 298 298
201 39 298 298
202 39 298 298
203 39 298 298
204 39 298 298
205 39 298 298
200 40 298 298
201 40 298 298
202 40 298 298
203 40 298 298
204 40 298 298
205 40 298 298
206 40 298 298
412 40 163 163
203 41 298 298
204 41 298 298
412 41 163 163
412 42 163 163
377 47 214 214
376 48 214 214
377 48 214 214
415 48 52 52
375 49 214 214
376 49 214 214
377 49 214 214
415 49 52 52
415 50 52 52
415 51 52 52
398 52 216 216
427 52 288 288
476 52 120 120
398 53 216 216
427 53 288 288
472 53 120 120
473 53 120 120
474 53 120 120
475 53 120 120
476 53 120 120
477 53 120 120
154 54 276 276
427 54 288 288
473 54 120 120
154 55 276 276
155 55 276 276
427 55 288 288
51 56 77 77
117 56 248 248
118 56 248 248
154 56 276 276
155 56 276 276
323 56 108 108
324 56 108 108
427 56 288 288
50 57 77 77
51 57 77 77
117 57 248 248
118 57 248 248
119 57 248 248
155 57 276 276
380 57 38 38
393 57 176 176
427 57 288 288
50 58 77 77
116 58 248 248
117 58 248 248
155 58 276 276
184 58 6 6
380 58 38 38
393 58 176 176
427 58 288 288
440 58 174 174
441 58 174 174
16 59 181 181
184 59 6 6
380 59 38 38
393 59 176 176
427 59 288 288
440 59 174 174
456 59 80 80
15 60 181 181
16 60 181 181
17 60 181 181
18 60 181 181
184 60 6 6
274 60 7 7
379 60 38 38
380 60 38 38
384 60 76 76
385 60 76 76
387 60 285 285
388 60 285 285
389 60 285 285
393 60 176 176
456 60 80 80
17 61 181 181
274 61 7 7
275 61 7 7
365 61 198 198
379 61 38 38
384 61 76 76
385 61 76 76
387 61 285 285
393 61 176 176
455 61 80 80
456 61 80 80
465 61 119 119
274 62 7 7
275 62 7 7
346 62 100 100
347 62 100 100
364 62 198 198
365 62 198 198
379 62 38 38
465 62 119 119
347 63 100 100
167 66 115 115
260 66 37 37
261 66 37 37
262 66 37 37
167 67 115 115
168 67 115 115
290 67 81 81
291 67 81 81
224 68 110 110
225 68 110 110
5 70 183 183
6 70 183 183
186 70 14 14
187 70 14 14
466 71 111 111
467 71 111 111
468 71 111 111
108 73 211 211
109 73 211 211
110 73 211 211
50 74 293 293
51 74 293 293
52 74 293 293
108 74 211 211
206 74 130 130
207 74 130 130
208 74 130 130
50 75 293 293
51 75 293 293
173 75 190 190
174 75 190 190
175 75 190 190
51 76 293 293
175 76 190 190
50 77 293 293
51 77 293 293
53 77 293 293
146 77 193 193
175 77 190 190
51 78 293 293
52 78 293 293
53 78 293 293
146 78 193 193
146 79 193 193
383 79 197 197
65 80 150 150
383 80 197 197
421 80 219 219
5 81 189 189
6 81 189 189
65 81 150 150
383 81 197 197
420 81 219 219
421 81 219 219
422 81 219 219
442 81 287 287
443 81 287 287
444 81 287 287
445 81 287 287
446 81 287 287
447 81 287 287
5 82 189 189
65 82 150 150
351 82 289 289
383 82 197 197
384 82 197 197
420 82 219 219
422 82 219 219
423 82 219 219
424 82 219 219
445 82 287 287
446 82 287 287
5 83 189 189
65 83 150 150
66 83 150 150
79 83 238 238
121 83 262 262
245 83 112 112
348 83 289 289
349 83 289 289
350 83 289 289
351 83 289 289
383 83 197 197
424 83 219 219
425 83 219 219
426 83 219 219
5 84 189 189
33 84 162 162
65 84 150 150
76 84 238 238
77 84 238 238
78 84 238 238
79 84 238 238
120 84 262 262
121 84 262 262
122 84 262 262
245 84 112 112
344 84 289 289
345 84 289 289
346 84 289 289
347 84 289 289
348 84 289 289
349 84 289 289
350 84 289 289
351 84 289 289
382 84 197 197
383 84 197 197
384 84 197 197
5 85 189 189
6 85 189 189
33 85 162 162
121 85 262 262
122 85 262 262
123 85 262 262
285 85 294 294
286 85 294 294
287 85 294 294
350 85 289 289
351 85 289 289
378 85 197 197
379 85 197 197
380 85 197 197
381 85 197 197
382 85 197 197
384 85 197 197
6 86 189 189
33 86 162 162
287 86 294 294
379 86 197 197
380 86 197 197
384 86 197 197
33 87 162 162
299 87 35 35
380 87 197 197
298 88 35 35
299 88 35 35
190 89 280 280
191 89 280 280
299 89 35 35
190 90 280 280
221 90 242 242
21 91 279 279
123 91 92 92
152 91 159 159
221 91 242 242
222 91 242 242
18 92 279 279
19 92 279 279
20 92 279 279
21 92 279 279
123 92 92 92
124 92 92 92
150 92 159 159
151 92 159 159
152 92 159 159
17 93 279 279
20 93 279 279
414 93 82 82
415 93 82 82
448 93 230 230
449 93 230 230
450 93 230 230
451 93 230 230
16 94 279 279
17 94 279 279
18 94 279 279
19 94 279 279
20 94 279 279
414 94 82 82
448 94 230 230
451 94 230 230
17 95 279 279
20 95 279 279
181 95 40 40
182 95 40 40
183 95 40 40
159 96 64 64
160 96 64 64
353 96 239 239
