617 321 481
180 4 16 16
179 5 16 16
180 5 16 16
101 6 6 6
180 6 16 16
101 7 6 6
102 7 6 6
9 13 37 37
10 13 37 37
106 13 9 9
10 14 37 37
11 14 37 37
12 14 37 37
13 14 37 37
14 14 37 37
105 14 9 9
106 14 9 9
264 14 35 35
10 15 37 37
264 15 35 35
265 15 35 35
266 15 35 35
267 15 35 35
268 15 35 35
209 20 4 4
210 20 4 4
211 20 4 4
212 20 4 4
213 20 4 4
214 20 4 4
209 21 4 4
213 21 4 4
237 22 67 67
238 22 67 67
239 22 67 67
238 23 67 67
23 36 70 70
22 37 70 70
23 37 70 70
22 38 70 70
75 56 12 12
75 57 12 12
75 58 12 12
125 58 7 7
167 58 43 43
168 58 43 43
169 58 43 43
125 59 7 7
235 59 29 29
234 60 29 29
235 60 29 29
236 60 29 29
149 65 48 48
149 66 48 48
298 66 57 57
149 67 48 48
298 67 57 57
147 68 48 48
148 68 48 48
149 68 48 48
150 68 48 48
298 68 57 57
147 69 48 48
148 69 48 48
149 69 48 48
150 69 48 48
296 69 57 57
297 69 57 57
298 69 57 57
296 70 57 57
297 70 57 57
298 70 57 57
299 70 57 57
219 71 25 25
218 72 25 25
219 72 25 25
60 73 44 44
61 73 44 44
219 73 25 25
61 74 44 44
61 75 44 44
61 76 44 44
62 76 44 44
61 77 44 44
62 77 44 44
63 77 44 44
107 80 21 21
107 81 21 21
237 88 38 38
238 88 38 38
238 89 38 38
27 92 42 42
28 92 42 42
28 93 42 42
28 94 42 42
142 96 0 0
275 96 49 49
276 96 49 49
142 97 0 0
274 97 49 49
275 97 49 49
276 97 49 49
142 98 0 0
143 98 0 0
276 98 49 49
277 98 49 49
209 103 26 26
208 104 26 26
209 104 26 26
209 105 26 26
66 106 28 28
209 106 26 26
66 107 28 28
67 107 28 28
68 107 28 28
66 108 28 28
67 108 28 28
167 112 27 27
168 112 27 27
169 112 27 27
167 113 27 27
254 126 19 19
255 126 19 19
255 127 19 19
256 127 19 19
301 127 51 51
301 128 51 51
302 128 51 51
125 133 22 22
124 134 22 22
125 134 22 22
121 135 22 22
122 135 22 22
123 135 22 22
124 135 22 22
122 136 22 22
124 136 22 22
125 136 22 22
53 147 8 8
53 148 8 8
54 148 8 8
232 154 50 50
281 154 23 23
232 155 50 50
279 155 23 23
280 155 23 23
281 155 23 23
26 156 53 53
27 156 53 53
230 156 50 50
231 156 50 50
232 156 50 50
281 156 23 23
27 157 53 53
231 157 50 50
92 164 47 47
93 164 47 47
308 167 20 20
309 167 20 20
175 168 24 24
176 168 24 24
177 168 24 24
178 168 24 24
178 169 24 24
178 170 24 24
179 170 24 24
180 170 24 24
178 171 24 24
179 171 24 24
180 171 24 24
178 172 24 24
136 182 74 74
137 182 74 74
135 183 74 74
136 183 74 74
137 183 74 74
134 184 74 74
135 184 74 74
182 202 58 58
182 203 58 58
290 203 52 52
291 203 52 52
292 203 52 52
182 204 58 58
291 204 52 52
292 204 52 52
293 204 52 52
182 205 58 58
182 206 58 58
101 208 41 41
100 209 41 41
101 209 41 41
