1578 481 321
22 1 495 495
399 1 283 283
400 1 283 283
419 1 191 191
420 1 191 191
22 2 495 495
23 2 495 495
387 2 132 132
400 2 283 283
435 2 380 380
436 2 380 380
20 3 495 495
21 3 495 495
22 3 495 495
331 3 308 308
387 3 132 132
400 3 283 283
460 3 282 282
20 4 495 495
84 4 498 498
85 4 498 498
197 4 167 167
330 4 308 308
331 4 308 308
364 4 311 311
387 4 132 132
460 4 282 282
20 5 495 495
85 5 498 498
189 5 217 217
197 5 167 167
216 5 445 445
330 5 308 308
364 5 311 311
473 5 317 317
189 6 217 217
190 6 217 217
216 6 445 445
375 6 484 484
376 6 484 484
473 6 317 317
162 7 398 398
163 7 398 398
216 7 445 445
162 8 398 398
179 8 21 21
180 8 21 21
254 8 74 74
313 8 496 496
315 8 496 496
128 9 361 361
254 9 74 74
313 9 496 496
314 9 496 496
315 9 496 496
316 9 496 496
128 10 361 361
254 10 74 74
254 11 74 74
442 11 306 306
46 12 294 294
47 12 294 294
48 12 294 294
254 12 74 74
290 12 334 334
442 12 306 306
289 13 334 334
290 13 334 334
291 13 334 334
66 14 461 461
235 14 84 84
401 14 222 222
402 14 222 222
66 15 461 461
67 15 461 461
234 15 84 84
235 15 84 84
401 15 222 222
75 16 232 232
371 16 337 337
372 16 337 337
75 17 232 232
356 17 57 57
29 18 357 357
30 18 357 357
129 18 454 454
130 18 454 454
131 18 454 454
356 18 57 57
388 18 75 75
389 18 75 75
390 18 75 75
28 19 357 357
29 19 357 357
30 19 357 357
31 19 357 357
28 20 357 357
247 20 356 356
455 20 468 468
247 21 356 356
353 21 197 197
406 21 24 24
427 21 297 297
455 21 468 468
140 22 386 386
141 22 386 386
309 22 86 86
353 22 197 197
406 22 24 24
427 22 297 297
139 23 386 386
140 23 386 386
141 23 386 386
174 23 147 147
309 23 86 86
427 23 297 297
140 24 386 386
141 24 386 386
142 24 386 386
174 24 147 147
218 24 231 231
221 24 231 231
349 24 203 203
350 24 203 203
393 24 198 198
218 25 231 231
